,id,title,category,brand,modelno,price,query,category_predict,brand_predict
21169,21169,panasonic viera tc-p42x3 42-inch 720p plasma hdtv,tvs,panasonic,tc-p42x3,499.0,"{'title': 'panasonic viera tc-p42x3 42-inch 720p plasma hdtv', 'category': 'tvs', 'brand': 'panasonic', 'modelno': 'tc-p42x3', 'price': 499.0}","['tvs', 'portable novelty tvs', 'tv-dvd combinations', 'televisions', 'television stands entertainment centers']","['pantech', 'vizio', 'panasonic', 'philips', 'peerless']"
21179,21179,asus n53sv-xe1 15.6-inch versatile entertainment laptop silver aluminum,laptops,asus,n53sv-xe1,949.0,"{'title': 'asus n53sv-xe1 15.6-inch versatile entertainment laptop silver aluminum', 'category': 'laptops', 'brand': 'asus', 'modelno': 'n53sv-xe1', 'price': 949.0}","['inkjet printers', 'netbooks', 'desktops', 'tablets', 'laptops']","['asus', 'alienware', 'lenovo', 'dell', 'hp']"
21189,21189,microsoft visio professional 2010,computer accessories,microsoft,d87-04973,444.31,"{'title': 'microsoft visio professional 2010', 'category': 'computer accessories', 'brand': 'microsoft', 'modelno': 'd87-04973', 'price': 444.31}","['document creation', 'flowcharts', 'computer accessories', 'gps mapping software', 'graphing']","['microsoft', 'intuit', 'adobe', 'encore software', 'infoprint solutions']"
21224,21224,audiosource ac5c 5 2-way in-ceiling speakers,speakers,polypropylene,,129.0,"{'title': 'audiosource ac5c 5 2-way in-ceiling speakers', 'category': 'speakers', 'brand': 'polypropylene', 'price': 129.0}","['home audio theater', 'coaxial speakers', 'speakers', 'speaker installation', 'video projectors']","['pyle', 'polypropylene', 'grade-a', 'audiosource', 'kenwood']"
21237,21237,new-time card for pyramid weekly 4 x 9 100 pack case pack 2 - 510427,laminating supplies,tops,,30.0,"{'title': 'new-time card for pyramid weekly 4 x 9 100 pack case pack 2 - 510427', 'category': 'laminating supplies', 'brand': 'tops', 'price': 30.0}","['bundles', 'time clocks', 'laminating supplies', 'appointment books planners', 'sleeves']","['quartet', 'itw', 'pyramid', 'tops', 'rolodex']"
21238,21238,smd28040 end tab folders 3 4 expansion 2 fasteners legal blue 50 box,accessory kits,,,,"{'title': 'smd28040 end tab folders 3 4 expansion 2 fasteners legal blue 50 box', 'category': 'accessory kits'}","['bundles', 'arts crafts 4-for-3 offer', 'photo studio', 'accessory kits', 'file folder labels']","['sima', 'smead', 'smc', 'impex system group inc', 'smead manufacturing company']"
21244,21244,new-mesh desktop hanging file 3 sections steel 19 case pack 1 - 507612,computers accessories,safco,,103.39,"{'title': 'new-mesh desktop hanging file 3 sections steel 19 case pack 1 - 507612', 'category': 'computers accessories', 'brand': 'safco', 'price': 103.39}","['computer cases', 'computers accessories', 'cleaning repair', 'cubicle hooks', 'hard drive bags']","['acco', 'fellowes', '3m', 'safco', 'antec']"
21257,21257,new-pivot plus usb flash drive 8gb case pack 1 - 511184,,imation,,273.49,"{'title': 'new-pivot plus usb flash drive 8gb case pack 1 - 511184', 'brand': 'imation', 'price': 273.49}","['computer components', 'usb cables', 'computer accessories', 'usb flash drives', 'external floppy drives']","['kingston', 'zax', 'imation', 'a-data', 'maxram']"
21258,21258,new-pacon 54611 - six-ply poster board 28 x 22 white 25 carton - pac54611,storage presentation materials,pacon,,24.0,"{'title': 'new-pacon 54611 - six-ply poster board 28 x 22 white 25 carton - pac54611', 'category': 'storage presentation materials', 'brand': 'pacon', 'price': 24.0}","['basic', 'presentation pointers', 'radios', 'storage presentation materials', 'pins tacks']","['bic', 'sangean', 'post-it', 'rubbermaid', 'pacon']"
21259,21259,new-oxford 51743 - high gloss laminated paperboard folder 100-sheet capacity navy 25 box - ess51743,floor sensors,oxford,,50.0,"{'title': 'new-oxford 51743 - high gloss laminated paperboard folder 100-sheet capacity navy 25 box - ess51743', 'category': 'floor sensors', 'brand': 'oxford', 'price': 50.0}","['laminating supplies', 'copiers', 'portfolios', 'floor sensors', 'turntables']","['floortex', 'universal', 'timberland', 'oxford', 'built ny']"
21289,21289,skb ata 12 hole mic case,bags cases,skb,1skb-1200,142.73,"{'title': 'skb ata 12 hole mic case', 'category': 'bags cases', 'brand': 'skb', 'modelno': '1skb-1200', 'price': 142.73}","['projector bags cases', 'microphone cables', 'cases bags', 'bags cases', 'media storage organization']","['slappa', 'aktiv pak', 'skooba', 'merkury', 'skb']"
21302,21302,accell ultracam h121c-006b-r standard hdmi cable with micro hdmi connector for digital camera or camcorder,hdmi cables,accell,h121c-006b-r,13.16,"{'title': 'accell ultracam h121c-006b-r standard hdmi cable with micro hdmi connector for digital camera or camcorder', 'category': 'hdmi cables', 'brand': 'accell', 'modelno': 'h121c-006b-r', 'price': 13.16}","['s-video cables', 'video cables', 'hdmi cables', 'connectors adapters', 'cables interconnects']","['sib-corp', 'oem systems company', 'mpi', 'a days tech', 'accell']"
21314,21314,cerwin-vega cmx-10s-na 10-inch cmx series powered subwoofer,subwoofers,cerwin-vega,cmx-10s-na,314.43,"{'title': 'cerwin-vega cmx-10s-na 10-inch cmx series powered subwoofer', 'category': 'subwoofers', 'brand': 'cerwin-vega', 'modelno': 'cmx-10s-na', 'price': 314.43}","['speakers', 'component subwoofers', 'subwoofers', 'home audio theater', 'stereos']","['denon', 'sound around', 'cerwin-vega', 'kenwood', 'polk audio']"
21317,21317,21in1 multimedia reader writer expresscard 34slot mac pc sd mmc xd,memory card readers,sonnet technologies,mmrw-e34,23.88,"{'title': '21in1 multimedia reader writer expresscard 34slot mac pc sd mmc xd', 'category': 'memory card readers', 'brand': 'sonnet technologies', 'modelno': 'mmrw-e34', 'price': 23.88}","['memory card readers', 'ebook readers', 'ebook readers accessories', 'reading lights', 'index card filing']","['imation', 'read right', 'sonnet technologies', 'penpower', 'lexerd']"
21318,21318,midland xta301 action camera water proof case,cb radios,midland,xta301,22.88,"{'title': 'midland xta301 action camera water proof case', 'category': 'cb radios', 'brand': 'midland', 'modelno': 'xta301', 'price': 22.88}","['radio scanners', 'fishfinders', 'sports outdoor gps', 'binoculars', 'cb radios']","['bush', 'mohawk', 'chief', 'maxsa', 'midland']"
21334,21334,hp laserjet 51x black dual pack 51x cartridge in retail packaging q7551xd,printer ink toner,hp,q7551xd,,"{'title': 'hp laserjet 51x black dual pack 51x cartridge in retail packaging q7551xd', 'category': 'printer ink toner', 'brand': 'hp', 'modelno': 'q7551xd'}","['laser printers', 'laser printer toner', 'printer ink toner', 'inkjet printer ink', 'computer accessories']","['lexmark', 'hp', 'unknown', 'ocinkjet', '4inkjets']"
21345,21345,xerox phaser 6200 6250 transfer roller unit 108r00592,printer accessories,xerox,,,"{'title': 'xerox phaser 6200 6250 transfer roller unit 108r00592', 'category': 'printer accessories', 'brand': 'xerox'}","['printer transfer units', 'printer accessories', 'printer ink toner', 'printer transfer rollers', 'computer accessories']","['tektronix', 'xerox', 'panter company', 'visioneer', 'stanley']"
21346,21346,wintec industries 3fmusb16gps 16gb filemate pro flash drive ext usb 2.0,audio video accessories,wintec,,31.3,"{'title': 'wintec industries 3fmusb16gps 16gb filemate pro flash drive ext usb 2.0', 'category': 'audio video accessories', 'brand': 'wintec', 'price': 31.3}","['audio video accessories', 'usb flash drives', 'hard drive enclosures', 'car audio video', 'memory cards']","['emtec', 'wintec', 'global marketing partners', 'oem systems company', 'kingwin']"
21365,21365,sony lcs-vcd carrying case for nex-vg10 black,cases bags,,lcs-vcd,89.99,"{'title': 'sony lcs-vcd carrying case for nex-vg10 black', 'category': 'cases bags', 'modelno': 'lcs-vcd', 'price': 89.99}","['camera photo', 'cases bags', 'case bag accessories', 'film', 'adapters']","['sony', 'polaroid', 'luxmo', 'vanguard', 'olympus']"
21367,21367,smead 17140 - folders two fasteners 1 3 cut assorted top tab legal green 50 box,printers,smead,,92.53,"{'title': 'smead 17140 - folders two fasteners 1 3 cut assorted top tab legal green 50 box', 'category': 'printers', 'brand': 'smead', 'price': 92.53}","['memory card readers', 'printers', 'distribution', 'office electronics', 'file folder labels']","['sharp', 'wilson', 'durable', 'smead manufacturing company', 'smead']"
21380,21380,pc treasures mighty mini mouse - retractable,mice,pc treasures,07223,9.99,"{'title': 'pc treasures mighty mini mouse - retractable', 'category': 'mice', 'brand': 'pc treasures', 'modelno': '07223', 'price': 9.99}","['bundles', 'remote controls', 'keyboard mouse combos', 'bags cases', 'mice']","['emerge tech', 'pc treasures', 'gizmodorks', 'encore', 'micro innovations']"
21407,21407,olympus 260322 olympus premium case pen black,cases bags,olympus,260322,19.31,"{'title': 'olympus 260322 olympus premium case pen black', 'category': 'cases bags', 'brand': 'olympus', 'modelno': '260322', 'price': 19.31}","['cases bags', 'bags cases', 'camera photo', 'case bag accessories', 'laptop netbook computer accessories']","['merkury innovations', 'merkury', 'olympus', 'case logic', 'sumdex']"
21427,21427,compact usb ac power charger,wall chargers,,iad116blk,10.91,"{'title': 'compact usb ac power charger', 'category': 'wall chargers', 'modelno': 'iad116blk', 'price': 10.91}","['amps', 'car chargers', 'wall chargers', 'chargers', 'desktop chargers']","['isound', 'jwin', 'aluratek', 'aiptek', 'micro innovations']"
21432,21432,buffalo technology linkstation duo 4 tb 2 x 2 tb network attached storage ls-wx4 .0 tl r1,computers accessories,buffalo technology,ls-wx4 .0 tl/r1,298.99,"{'title': 'buffalo technology linkstation duo 4 tb 2 x 2 tb network attached storage ls-wx4 .0 tl r1', 'category': 'computers accessories', 'brand': 'buffalo technology', 'modelno': 'ls-wx4 .0 tl/r1', 'price': 298.99}","['networking products', 'external hard drives', 'computers accessories', 'network attached storage', 'external floppy drives']","['smartdisk', 'buffalo', 'thecus', 'connectland', 'buffalo technology']"
21433,21433,new-quicken 2011 home business - iticd02873wi,gps mapping software,intuit,,123.0,"{'title': 'new-quicken 2011 home business - iticd02873wi', 'category': 'gps mapping software', 'brand': 'intuit', 'price': 123.0}","['computer accessories', 'gps mapping software', 'basic', 'desktops', 'flowcharts']","['sharp', 'filemaker', 'corel', 'filemaker inc.', 'intuit']"
21437,21437,new motorola hk202 bluetooth headset lightweight and stable truecomformt design for the best fit,computers accessories,motorola,,18.45,"{'title': 'new motorola hk202 bluetooth headset lightweight and stable truecomformt design for the best fit', 'category': 'computers accessories', 'brand': 'motorola', 'price': 18.45}","['wired headsets', 'networking products', 'headsets', 'computers accessories', 'bluetooth headsets']","['lenovo', 'jabra', 'avant products', 'motorola', 'htc']"
21438,21438,microsoft comfort mouse 3000 s9j-00001,mice,microsoft,s9j-00001,12.88,"{'title': 'microsoft comfort mouse 3000 s9j-00001', 'category': 'mice', 'brand': 'microsoft', 'modelno': 's9j-00001', 'price': 12.88}","['gaming mice', 'keyboard mouse combos', 'keyboards', 'touch pads', 'mice']","['microsoft', 'gear head', 'siig', 'micro innovations', 'adesso']"
21445,21445,lexmark 32 33 twin pack ink cartridges 18c0532,printer ink toner,lexmark,18c0532,37.93,"{'title': 'lexmark 32 33 twin pack ink cartridges 18c0532', 'category': 'printer ink toner', 'brand': 'lexmark', 'modelno': '18c0532', 'price': 37.93}","['printer ink toner', 'inkjet printer ink', 'inkjet printers', 'computer accessories', 'laser printer toner']","['lexmark', 'compatible', 'ocinkjet', 'hp', 'epson']"
21456,21456,hp laserjet 35a black cartridge in retail packaging cb435a,printer ink toner,hp,cb435a,,"{'title': 'hp laserjet 35a black cartridge in retail packaging cb435a', 'category': 'printer ink toner', 'brand': 'hp', 'modelno': 'cb435a'}","['laser printer toner', 'laser printers', 'computer accessories', 'inkjet printer ink', 'printer ink toner']","['unknown', 'compatible', 'hewlett packard office', 'hp', 'ocinkjet']"
21472,21472,western digital wd livewire powerline av network kit,powerline network adapters,western digital,wdbaby0000nbk-nesn,91.99,"{'title': 'western digital wd livewire powerline av network kit', 'category': 'powerline network adapters', 'brand': 'western digital', 'modelno': 'wdbaby0000nbk-nesn', 'price': 91.99}","['network adapters', 'powerline network adapters', 'networking products', 'network attached storage', 'usb network adapters']","['netgear', 'everpower', 'power line', 'rockford fosgate', 'western digital']"
21483,21483,toshiba dvr670 dvr670ku dvd vhs recorder with built in tuner black,disc players recorders,toshiba,dvr670,212.94,"{'title': 'toshiba dvr670 dvr670ku dvd vhs recorder with built in tuner black', 'category': 'disc players recorders', 'brand': 'toshiba', 'modelno': 'dvr670', 'price': 212.94}","['disc players recorders', 'blu-ray disc players', 'dvd recorders', 'dvd players', 'camcorders']","['ati', 'toshiba', 'magnavox', 'lite-on', 'hitachi']"
21489,21489,samsung image transfer unit clp-500rt see,printer transfer units,samsung,clp-500rt / see,130.99,"{'title': 'samsung image transfer unit clp-500rt see', 'category': 'printer transfer units', 'brand': 'samsung', 'modelno': 'clp-500rt / see', 'price': 130.99}","['optical drives', 'printer transfer units', 'cleaning repair', 'scanners', 'dome cameras']","['samsung', 'tripp lite', 'clearone', 'cp technology', 'db']"
21505,21505,hp q6000a q6001a q6002a q6003a compatible remanufactured combo pack for color laserjet 1600 2600,laser printer toner,hp,,102.12,"{'title': 'hp q6000a q6001a q6002a q6003a compatible remanufactured combo pack for color laserjet 1600 2600', 'category': 'laser printer toner', 'brand': 'hp', 'price': 102.12}","['inkjet printer ink', 'printer ink toner', 'computers accessories', 'laser printer toner', 'computer accessories']","['hp', 'ocinkjet', 'generic', 'unknown', 'compatible']"
21516,21516,amp26251 - composition book graph ruled 5x5 80 sheets green cover,audio video accessories,ampad,,7.58,"{'title': 'amp26251 - composition book graph ruled 5x5 80 sheets green cover', 'category': 'audio video accessories', 'brand': 'ampad', 'price': 7.58}","['looseleaf binder paper', 'flowcharts', 'amps', 'appointment books planners', 'audio video accessories']","['ampad', 'amp', 'livescribe', 'oxford', 'mead']"
21517,21517,adata s805 16 gb usb flash drive as80516gcrd red,usb flash drives,,as80516gcrd,29.5,"{'title': 'adata s805 16 gb usb flash drive as80516gcrd red', 'category': 'usb flash drives', 'modelno': 'as80516gcrd', 'price': 29.5}","['external hard drives', 'computer accessories', 'usb cables', 'external data storage', 'usb flash drives']","['dataproducts', 'aidata', 'smartdisk', 'imation', 'a-data']"
21523,21523,tamrac 3586 express 6 compact zip case black,cases bags,,358601,16.95,"{'title': 'tamrac 3586 express 6 compact zip case black', 'category': 'cases bags', 'modelno': '358601', 'price': 16.95}","['film', 'cases bags', 'camera photo', 'camcorders', 'digital cameras']","['sumdex', 'tamron', 'kodak', 'tamrac', 'pentax']"
21533,21533,bic bl11pk - brite liner highlighter chisel tip fluorescent pink ink 12 per pack,storage presentation materials,bic,,24.95,"{'title': 'bic bl11pk - brite liner highlighter chisel tip fluorescent pink ink 12 per pack', 'category': 'storage presentation materials', 'brand': 'bic', 'price': 24.95}","['d', 'hard drive bags', 'c', 'bags cases', 'storage presentation materials']","['unknown', 'blue line', 'c-line', 'fanatics', 'bic']"
