,ltable_id,rtable_id,label,l_entity,r_entity
5619,6369,537,1,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""G-Shock Gulfmaster Zegarek męski""@pl 00 €""@pl ""Casio G-Shock męski GWN-1000B-1BER nur 499', 'title': 'G-Shock Gulfmaster Zegarek męski', 'color': '', 'gender': 'męski', 'sku': 'GWN-1000B-1BER', 'diameter': 54}","{'title': '  ""G-Shock Gulfmaster Herrenuhr""@de ""Casio G-Shock Herrenuhr GWN-1000B-1BER nur 499 00 €""@de  "" Arti', 'sku': {'title': '  ""G-Shock Gulfmaster Herrenuhr""@de ""Casio G-Shock Herrenuhr GWN-1000B-1BER nur 499 00 €""@de  "" Arti', 'sku': ""['4215gwn1000b1ber', 'gwn1000b1ber']""}, 'description': '  ""G-Shock Gulfmaster Herrenuhr""@de ""Casio G-Shock Herrenuhr GWN-1000B-1BER nur 499 00 €""@de  "" Arti'}"
5620,4979,1593,1,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""G-Shock Gulfmaster Men´s Watch""@en ""Casio G-Shock Watch GWN-1000B-1BER nur € 499.00""@en', 'title': 'G-Shock Gulfmaster Men´s Watch', 'color': '', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': 54}","{'title': 'G-Shock Gulfmaster Zegarek męski', 'brand': 'Casio', 'color': '', 'gender': 'męski', 'sku': 'GWN-1000B-1BER', 'diameter': 54, 'description': '  ""G-Shock Gulfmaster Zegarek męski""@pl 00 €""@pl ""Casio G-Shock męski GWN-1000B-1BER nur 499'}"
5621,2359,8420,1,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'title': 'Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER', 'color': 'black', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': 54}","{'title': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'sku': {'title': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'sku': ""['gwn1000b1ber']""}, 'description': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""'}"
5622,5401,8241,1,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'title': 'Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER', 'color': 'black', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': 54}","{'title': 'Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER', 'brand': 'Casio', 'color': 'black', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': 54, 'description': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""'}"
5623,5531,5531,1,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""Casio GWN-1000B-1BER G-shock Gravitymaster watch""  ""                                The models of', 'title': 'Casio GWN-1000B-1BER G-shock Gravitymaster watch', 'color': 'black', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': '54 mm', 'thickness': '20 mm'}","{'title': 'G-Shock Gulfmaster Zegarek męski', 'brand': 'Casio', 'color': '', 'gender': 'męski', 'sku': 'GWN-1000B-1BER', 'diameter': 54, 'description': '  ""G-Shock Gulfmaster Zegarek męski""@pl 00 €""@pl ""Casio G-Shock męski GWN-1000B-1BER nur 499'}"
5624,9013,3907,0,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""G-Shock Gulfmaster Zegarek męski""@pl 00 €""@pl ""Casio G-Shock męski GWN-1000B-1BER nur 499', 'title': 'G-Shock Gulfmaster Zegarek męski', 'color': '', 'gender': 'męski', 'sku': 'GWN-1000B-1BER', 'diameter': 54}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5625,5401,4127,0,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'title': 'Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER', 'color': 'black', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': 54}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5627,3035,8961,0,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': '""Casio""@es', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""G-Shock Gulfmaster Herrenuhr""@de ""Casio G-Shock Herrenuhr GWN-1000B-1BER nur 499 00 €""@de  "" Arti', 'title': '  ""G-Shock Gulfmaster Herrenuhr""@de ""Casio G-Shock Herrenuhr GWN-1000B-1BER nur 499 00 €""@de  "" Arti', 'sku': {'title': '  ""G-Shock Gulfmaster Herrenuhr""@de ""Casio G-Shock Herrenuhr GWN-1000B-1BER nur 499 00 €""@de  "" Arti', 'sku': ""['4215gwn1000b1ber', 'gwn1000b1ber']""}}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5628,7976,3923,0,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': 'Casio', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""Casio GWN-1000B-1BER G-shock Gravitymaster watch""  ""                                The models of', 'title': 'Casio GWN-1000B-1BER G-shock Gravitymaster watch', 'color': 'black', 'gender': 'Men', 'sku': 'GWN-1000B-1BER', 'diameter': '54 mm', 'thickness': '20 mm'}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5629,5758,5495,0,"{'/sku': '[4215gwn1000b1ber]', '/mpn': '[gwn1000b1ber]', '/gtin13': '[4971850999355]', 'brand': '""Casio""@es', 'category': 'Jewelry', 'Tipo:': 'Reloj deportivo', 'grupo objetivo:': 'Hombres', 'Diametro:': '56 mm', 'grosor:': '16 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Negro', 'cristal:': 'Cristal mineral', 'Material:': 'Plástico', 'Indicador:': 'Analógico+Digital', 'Color de esféra:': 'Negro', 'Numeración:': 'Árabe', 'description': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'title': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'sku': {'title': '  ""Mens Casio G-Shock Premium Gulfmaster Alarm Chronograph Radio Controlled Watch GWN-1000B-1BER""', 'sku': ""['gwn1000b1ber']""}}","{'title': 'Reloj digital para hombre', 'brand': 'Casio', 'color': '', 'gender': 'hombre', 'sku': 'G-9300-1ER', 'diameter': '', 'description': '  ""Reloj digital para hombre""@es ""Casio Reloj hombre G-9300-1ER nur 199 00 €""@es'}"
5634,5738,7130,0,"{'/mpn': '[w62020x6]', 'brand': '""Cartier""', 'category': 'Jewelry', 'Gender': 'Mens', 'Case Material': 'Stainless Steel', 'Dial Color': 'Black', 'Bracelet': 'Stainless Steel', 'Clasp': 'Hidden Folding Clasp', 'Movement': 'Automatic Chronograph', 'Bezel': 'Fixed', 'Crystal': 'Scratch Resistant Sapphire', 'Case Back': 'Solid', 'Water Resistant': '100m/330ft', 'Case Diameter': '47.6mm x 42.8mm', 'Case Thickness': '12.2mm', 'Item #': 'W62020 x 6', 'MSRP': '$8,575.00', 'Brand': 'Cartier', 'price': '""$"", ""$7,717.50""'}","{'title': '', 'brand': 'Cartier', 'color': '', 'gender': 'W', 'sku': 'W20018D6', 'diameter': '', 'description': '  ""Cartier Santos W20018D6"" W20018D6 Watch | Watchfinder & Co.""  ""This Cartier has undergone a thoro'}"
5637,5615,3698,0,"{'/mpn': '[w62020x6]', 'brand': '""Cartier""', 'category': 'Jewelry', 'Gender': 'Mens', 'Case Material': 'Stainless Steel', 'Dial Color': 'Black', 'Bracelet': 'Stainless Steel', 'Clasp': 'Hidden Folding Clasp', 'Movement': 'Automatic Chronograph', 'Bezel': 'Fixed', 'Crystal': 'Scratch Resistant Sapphire', 'Case Back': 'Solid', 'Water Resistant': '100m/330ft', 'Case Diameter': '47.6mm x 42.8mm', 'Case Thickness': '12.2mm', 'Item #': 'W62020 x 6', 'MSRP': '$8,575.00', 'Brand': 'Cartier', 'price': '""$"", ""$7,717.50""'}","{'title': 'Cartier Santos W20055D6', 'brand': 'Cartier', 'color': '', 'gender': 'Men', 'sku': 'W20055D6', 'diameter': '', 'description': '  ""Cartier Santos W20055D6"" W20055D6 Watch | Watchfinder & Co.""  ""                             It wa'}"
5644,8429,5643,1,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™', 'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': ''}","{'title': 'Couturier Gent', 'brand': 'Tissot', 'color': '', 'gender': '', 'sku': 'T035.439.16.031.00', 'diameter': '', 'description': '  ""Couturier T035.439.16.031.00 Tissot Quartz GMT Gent""@en official catalog Laguardajoiers dealer of'}"
5646,6679,6081,1,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  ""Herren Tissot Couturier GMT Chronograf Uhr T0354391603100""@de', 'title': 'Herren Tissot Couturier GMT Chronograf Uhr', 'brand': 'Tissot', 'color': '', 'gender': 'Herren', 'sku': 'T0354391603100', 'diameter': ''}","{'title': 'Herren Tissot Couturier GMT Chronograf Uhr', 'brand': 'Tissot', 'color': '', 'gender': 'Herren', 'sku': 'T0354391603100', 'diameter': '', 'description': '  ""Herren Tissot Couturier GMT Chronograf Uhr T0354391603100""@de'}"
5647,6679,5649,1,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  ""Herren Tissot Couturier GMT Chronograf Uhr T0354391603100""@de', 'title': 'Herren Tissot Couturier GMT Chronograf Uhr', 'brand': 'Tissot', 'color': '', 'gender': 'Herren', 'sku': 'T0354391603100', 'diameter': ''}","{'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': '', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™'}"
5648,4133,4771,1,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™', 'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': ''}","{'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': '', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™'}"
5649,1909,3262,0,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  ""Herren Tissot Couturier GMT Chronograf Uhr T0354391603100""@de', 'title': 'Herren Tissot Couturier GMT Chronograf Uhr', 'brand': 'Tissot', 'color': '', 'gender': 'Herren', 'sku': 'T0354391603100', 'diameter': ''}","{'title': 'MW21A01B0966_MS18EV246710', 'brand': 'Michele', 'color': 'Gold plated', 'gender': 'Ladies', 'sku': 'MW21A000008', 'diameter': 'Scratch resistant sapphire crystal', 'description': '  ""Michele Serein Watch MW21A01B0966_MS18EV246710"" ""Shop Michele MWW21A000008 Watches | Costello Jew'}"
5650,4936,1720,0,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™', 'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': ''}","{'title': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""', 'sku': {'title': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""'}"
5651,1909,3998,0,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  ""Herren Tissot Couturier GMT Chronograf Uhr T0354391603100""@de', 'title': 'Herren Tissot Couturier GMT Chronograf Uhr', 'brand': 'Tissot', 'color': '', 'gender': 'Herren', 'sku': 'T0354391603100', 'diameter': ''}","{'title': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""', 'sku': {'title': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Two-Tone Gold, Bracelet Watch"" ""Serein""'}"
5652,4133,8413,0,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™', 'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': ''}","{'title': '  ""Michele Serein Diamond Watch"" ""Dynamic Filter""', 'sku': {'title': '  ""Michele Serein Diamond Watch"" ""Dynamic Filter""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Watch"" ""Dynamic Filter""'}"
5654,1909,290,0,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  ""Herren Tissot Couturier GMT Chronograf Uhr T0354391603100""@de', 'title': 'Herren Tissot Couturier GMT Chronograf Uhr', 'brand': 'Tissot', 'color': '', 'gender': 'Herren', 'sku': 'T0354391603100', 'diameter': ''}","{'title': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en', 'sku': {'title': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en', 'sku': nan}, 'description': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en'}"
5655,4936,3575,0,"{'/sku': '[t0354391603100]', 'category': 'Jewelry', 'price': '""2017-12-04""@en, ""INR""@en, ""28830.00""@en', 'description': '  "" Tissot Men\'s Couturier GMT Chronograph Watch""@en ""Men\'s Watch (T0354391603100) - WATCH SHOP.com™', 'title': ""Tissot Men's Couturier GMT Chronograph Watch"", 'brand': 'Tissot', 'color': 'high-shine stainless steel and leather', 'gender': ""Men's"", 'sku': 'WATCH SHOP.com™', 'diameter': ''}","{'title': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en', 'sku': {'title': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en', 'sku': nan}, 'description': '  ""Tradition Ladies´ Watch""@en ""Tissot Tradition Watch T063.210.11.037.00 nur € 310.00""@en'}"
5659,8705,390,1,"{'/mpn': '[w50002n2]', 'brand': 'Cartier', 'category': 'Jewelry', 'Gender': 'Ladies', 'Case Material': '18kt Yellow Gold', 'Dial Color': 'Silver', 'Bracelet': '18kt Yellow Gold', 'Clasp': 'Hidden Folding Clasp', 'Movement': 'Quartz', 'Bezel': 'Fixed', 'Crystal': 'Scratch Resistant Sapphire', 'Case Back': 'Solid', 'Water Resistant': '30m/100ft', 'Case Diameter': '25mm x 29.5mm', 'Case Thickness': '6mm', 'Item #': 'W50002N2', 'MSRP': '$17,925.00', 'Brand': 'Cartier', 'price': '""$"", ""$16,132.50""', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond', 'title': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': 'Cartier Tank Francaise W50002N2', 'brand': 'Cartier', 'color': 'gold', 'gender': 'unisex', 'sku': 'W50002N2', 'diameter': '', 'description': '  ""Cartier Tank Francaise W50002N2"" W50002N2 Watch | Watchfinder & Co.""  ""                          '}"
5660,8705,1923,1,"{'/mpn': '[w50002n2]', 'brand': 'Cartier', 'category': 'Jewelry', 'Gender': 'Ladies', 'Case Material': '18kt Yellow Gold', 'Dial Color': 'Silver', 'Bracelet': '18kt Yellow Gold', 'Clasp': 'Hidden Folding Clasp', 'Movement': 'Quartz', 'Bezel': 'Fixed', 'Crystal': 'Scratch Resistant Sapphire', 'Case Back': 'Solid', 'Water Resistant': '30m/100ft', 'Case Diameter': '25mm x 29.5mm', 'Case Thickness': '6mm', 'Item #': 'W50002N2', 'MSRP': '$17,925.00', 'Brand': 'Cartier', 'price': '""$"", ""$16,132.50""', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond', 'title': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}","{'title': 'Cartier Tank Francaise W50002N2', 'brand': 'Cartier', 'color': 'gold', 'gender': 'unisex', 'sku': 'W50002N2', 'diameter': 'not provided', 'description': '  ""Cartier Tank Francaise W50002N2"" W50002N2 Watch | Watchfinder & Co.""  ""                          '}"
